,"1,2-diol",carboxylic acid ester,alkene,carbonic acid diester,aldehyde,imino(het)arene,quaternary ammonium salt,primary alcohol,enol ether,secondary aliphatic/aromatic amine (alkylarylamine),guanidine,secondary carboxylic acid amide,alpha-aminoacid,secondary alcohol,dialkyl ether,carboxylic acid amidine,tertiary alcohol,"carboxylic acid imide, N-unsubstituted",secondary aromatic amine (diarylamine),secondary amine,isourea,alpha-hydroxyacid,carbamic acid ester (urethane),tertiary carboxylic acid amide,ketone,tertiary aliphatic amine (trialkylamine),imido ester,hydrazone,nitroso compound,diazonium salt,alkyl aryl ether,orthocarboxylic acid derivative,"1,2-aminoalcohol",oxime ether,semicarbazone,oxime,carboxylic acid salt,hydroxylamine,enamine,phenol or hydroxyhetarene,carbonic acid derivative,heterocyclic compound,carboxylic acid hydrazide,diaryl ether,oxo(het)arene,carbodiimide,N-oxide,hydroxamic acid,primary amine,urea,"1,2-diphenol",primary aliphatic amine (alkylamine),ketene acetal or derivative,carboxylic acid,carbonic acid monoester,aromatic compound,acetal,primary aromatic amine,alkyne,carbamic acid,lactam,acyl cyanide,enol,primary carboxylic acid amide,carbonitrile,nitro compound,tertiary amine,secondary aliphatic amine (dialkylamine),enediol,lactone,hemiaminal,hydrazine derivative,carboxylic acid anhydride,imine,aminal,carboxylic acid amidrazone,tertiary aliphatic/aromatic amine (alkylarylamine),azo compound,"carboxylic acid imide, N-substituted",cation,anion,key,Unnamed: 0,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi,heavy_atoms,NHOHs,NOs,hetero_arom_rings,rings
a_1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1000,997.0,CC1=CN=C(C)NC1=O,CC1=CNC(C)=NC1=O,9.0,-1818.6582511812203,-1818.6413211593629,-0.016930021857660904,-1808.3019187571613,-1808.66895879364,0.36704003647832906,10.356332424058792,9.972362365722805,-0.38397005833599,9.0,1.0,3.0,9.0,1.0
a_1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1001,998.0,CC(N1)=NC=CC1=O,CC(NC=C1)=NC1=O,8.0,-1520.9740022870374,-1520.9200319366455,-0.05397035039209186,-1510.3094701609946,-1510.7409383468628,0.4314681858681979,10.664532126043014,10.179093589782724,-0.4854385362602898,8.0,1.0,3.0,8.0,1.0
a_1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1002,999.0,CC(NC1=O)=NC=C1OC,CC(NC=C1OC)=NC1=O,10.0,-1903.7440157474368,-1904.0895819854736,0.3455662380370086,-1893.7860146864386,-1892.15494443512,-1.6310702513194428,9.958001060997503,11.934637550353957,1.976636489356452,10.0,1.0,4.0,10.0,1.0
a_1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1003,1000.0,CC(N1)=NC=C(C(N)=O)C1=O,CC(NC=C1C(N)=O)=NC1=O,11.0,-1962.0329139563528,-1962.0151431427005,-0.017770813652532524,-1965.4420211957986,-1961.844831802368,-3.597189393430426,-3.4091072394458024,0.17031134033209128,3.5794185797778937,11.0,3.0,5.0,11.0,1.0
a_1004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1004,1001.0,CCOC(C1=CN=C(C)NC1=O)=O,CCOC(C1=CNC(C)=NC1=O)=O,13.0,-2482.102075534865,-2480.861427864075,-1.2406476707901677,-2472.183404082685,-2469.4616523742675,-2.7217517084177416,9.918671452179751,11.399775489807324,1.481104037627574,13.0,1.0,5.0,13.0,1.0
a_1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1005,1002.0,CC(NC1=O)=NC=C1C#N,CC(NC=C1C#N)=NC1=O,10.0,-1715.0859476610337,-1715.181052619934,0.09510495890049242,-1704.695333452969,-1703.9911753005981,-0.7041581523708373,10.390614208064562,11.189877319335892,0.7992631112713298,10.0,1.0,4.0,10.0,1.0
a_1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1006,1003.0,Nc1nc(O)c2ncn(COCCO)c2n1,NC(NC1=O)=Nc2c1ncn2COCCO,16.0,-2838.6589611594372,-2830.4147214660643,-8.244239693372947,-2844.927626654399,-2834.996941040039,-9.930685614358936,-6.268665494960715,-4.582219573974727,1.6864459209859888,16.0,4.0,8.0,16.0,2.0
a_1007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1007,1004.0,CC(OCCOCn1c2nc(N)nc(O)c2nc1)=O,CC(OCCOCn1c(N=C(N)NC2=O)c2nc1)=O,19.0,-3412.12189783242,-3402.8582313079833,-9.263666524436305,-3414.135265189035,-3406.162060180664,-7.973205008370769,-2.0133673566151638,-3.303828872680697,-1.2904615160655342,19.0,3.0,9.0,19.0,2.0
a_1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1008,1005.0,CC(Nc1nc(O)c2ncn(COCCO)c2n1)=O,CC(NC(NC1=O)=Nc2c1ncn2COCCO)=O,19.0,-3405.0469577847825,-3392.8281601409913,-12.218797643791275,-3410.819545846717,-3397.9927459716805,-12.82679987503707,-5.7725880619341305,-5.164585830688337,0.6080022312457913,19.0,3.0,9.0,19.0,2.0
a_1009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1009,1006.0,CC(Nc1nc(O)c2ncn(COCCOC(C)=O)c2n1)=O,CC(NC(NC1=O)=Nc2c1ncn2COCCOC(C)=O)=O,22.0,-3978.7560606346633,-3965.422627761841,-13.33343287282196,-3986.355402788386,-3973.076433471681,-13.278969316706483,-7.599342153723228,-7.653805709838707,-0.05446355611547915,22.0,2.0,10.0,22.0,2.0
a_100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_100,,,,,,,,,,,,,,,,,,
a_1010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1010,,,,,,,,,,,,,,,,,,
a_1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1011,,,,,,,,,,,,,,,,,,
a_1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1012,1009.0,CC1=NN=C(N)NC1=O,CC1=NNC(N)=NC1=O,9.0,-1547.317215781861,-1549.1855564804075,1.8683406985467168,-1547.9860739085289,-1547.458690979004,-0.527382929524947,-0.6688581266678284,1.726865501403836,2.3957236280716643,9.0,3.0,5.0,9.0,1.0
a_1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1012,1011.0,CC1=NN=C(N)NC1=O,CC(C(N1)=O)=NNC1=N,9.0,-1547.3171762476684,-1549.1801022949219,1.862926047253268,-1546.5554918603302,-1546.8569711608884,0.30147930055841243,0.7616843873383914,2.323131134033247,1.5614467466948554,9.0,3.0,5.0,9.0,1.0
a_1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1013,1008.0,NC(N1)=NN=CC1=O,NC(NN=C1)=NC1=O,8.0,-1248.116932645089,-1249.7135616874696,1.5966290423805276,-1248.1567435669513,-1248.4689517478944,0.3122081809431165,-0.03981092186222668,1.2446099395751844,1.2844208614374109,8.0,3.0,5.0,8.0,1.0
a_1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1013,1010.0,NC(N1)=NN=CC1=O,N=C(N1)NN=CC1=O,8.0,-1248.116944568113,-1249.7101308288575,1.59318626074446,-1248.892042338846,-1249.0711993904113,0.17915705156519834,-0.7750977707330549,0.6389314384462068,1.4140292091792617,8.0,3.0,5.0,8.0,1.0
a_1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1014,,,,,,,,,,,,,,,,,,
a_1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1015,1012.0,CCNC(N1)=Nc(cccc2)c2C1=O,CC/N=C(/Nc1c2cccc1)\NC2=O,14.0,-2779.977378700303,-2770.071196723938,-9.906181976364678,-2774.220690910113,-2766.033867874145,-8.186823035967336,5.756687790189973,4.037328849792631,-1.719358940397342,14.0,2.0,4.0,14.0,2.0
a_1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1016,1013.0,O=C1N(CCN2)C2=Nc2c1cccc2,O=C(c(cccc1)c1N1)N2C1=NCC2,14.0,-2649.0660357877928,-2636.070656410217,-12.995379377575318,-2643.692555339555,-2632.883124847412,-10.809430492142837,5.373480448237842,3.1875315628053613,-2.185948885432481,14.0,1.0,4.0,14.0,3.0
a_1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1017,1014.0,CC1=CN=C(NCC2)N2C1=O,CC1=CNC2=NCCN2C1=O,11.0,-2148.9824244888773,-2146.276530532837,-2.7058939560402,-2141.7609136556625,-2139.054485183716,-2.706428471946765,7.221510833214779,7.2220453491213465,0.0005345159065655025,11.0,1.0,4.0,11.0,2.0
a_1018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1018,1015.0,CC(C(N1)=O)=CN2C1=NCC2,CC1=CN(CCN2)C2=NC1=O,11.0,-2139.8915768564984,-2138.941002937317,-0.9505739191813518,-2138.3167069648816,-2136.069638191223,-2.2470687736586115,1.5748698916167996,2.8713647460940592,1.2964948544772597,11.0,1.0,4.0,11.0,2.0
a_1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1019,1016.0,CNC(N1)=NC=CC1=O,C/N=C(/NC=C1)\NC1=O,9.0,-1688.5748092742786,-1687.0770423431397,-1.4977669311385853,-1682.4652782770215,-1681.0322213516235,-1.4330569253979777,6.1095309972567975,6.044820991516192,-0.06471000574060781,9.0,2.0,4.0,9.0,1.0
a_101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_101,,,,,,,,,,,,,,,,,,
a_1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1020,1017.0,CC(NC(N1)=NC=CC1=O)=O,CC(/N=C(/NC=C1)\NC1=O)=O,11.0,-1970.8520023625565,-1969.8290555877688,-1.0229467747876697,-1966.1400116223513,-1962.2368293914794,-3.903182230871834,4.711990740205009,7.5922261962891735,2.880235456084165,11.0,2.0,5.0,11.0,1.0
a_1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1021,1018.0,O=C(CN1c2c3cccc2)NC1=NC3=O,O=C(C1)N=C(N2)N1c(cccc1)c1C2=O,15.0,-2624.099411315877,-2610.875310470581,-13.224100845296562,-2626.1242624111314,-2612.159683181763,-13.96457922936861,-2.02485109525378,-1.2843727111817316,0.7404783840720484,15.0,1.0,5.0,15.0,3.0
a_1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1022,1019.0,O=C(CN12)NC2=Nc(cccc2)c2C1=O,O=C(C1)N=C(Nc2c3cccc2)N1C3=O,15.0,-2633.6628869632204,-2618.6897507400517,-14.973136223169153,-2626.939710776731,-2612.7679128341674,-14.171797942563446,6.723176186489583,5.921837905883876,-0.8013382806057052,15.0,1.0,5.0,15.0,3.0
a_1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_1023,1020.0,O=C1N2N=CNC2=Nc2c1cccc2,O=C1n2ncnc2Nc2c1cccc2,14.0,-2377.2176136690327,-2360.077962455749,-17.139651213283287,-2381.8450050237648,-2361.1607062454223,-20.684298778342512,-4.627391354732026,-1.0827437896728045,3.544647565059221,14.0,1.0,5.0,14.0,3.0
