,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
1169,CC(C(CCC(O1)=O)C1=O)=O,C/C(/O)=C(\CCC(O1)=O)/C1=O,11.0,-2072.986946546193,-2071.7371685028074,-1.2497780433855041,-2059.088975752171,-2058.6527534637453,-0.43622228842559707,13.897970794022058,13.08441503906215,-0.8135557549599071
1170,CCOC(CC1=NCCN1)=O,CCOC(C=C1NCCN1)=O,11.0,-2328.77130306425,-2328.5585764160155,-0.2127266482343657,-2330.7596603438915,-2329.4877233047487,-1.2719370391428129,-1.9883572796416047,-0.9291468887331575,1.0592103909084472
1171,NOCCc1ncccc1,NOC/C=C1/NC=CC=C1,10.0,-2049.827710691714,-2050.088626602173,0.2609159104590617,-2023.9436277400298,-2024.087820625305,0.14419288527528806,25.88408295168415,26.000805976867923,0.11672302518377364
1172,COCCc1ncccc1,COC/C=C1/NC=CC=C1,10.0,-2205.267728442061,-2205.9307166061403,0.6629881640792519,-2179.326048579079,-2180.218982460022,0.8929338809430192,25.941679862982255,25.711734146118488,-0.2299457168637673
1173,O=CCc1ncccc1,O=C/C=C1/NC=CC=C1,9.0,-1787.2687609588304,-1787.3594561004638,0.09069514163343229,-1774.519389321793,-1773.7389474105835,-0.7804419112094365,12.749371637037484,13.620508689880353,0.8711370528428688
1174,[O-][N+](c(cc1)cc(C2)c1NC2=O)=O,[O-][N+](c(cc1)cc2c1[nH]c(O)c2)=O,13.0,-2160.5278986880116,-2155.729689628601,-4.79820905941051,-2139.3070162751355,-2132.3764508514405,-6.930565423695043,21.220882412876108,23.35323877716064,2.132356364284533
1175,CC(C(CCC1)C1=O)=O,CC(C(CCC1)=C1O)=O,9.0,-1984.6660759735157,-1984.9864129943849,0.3203370208691467,-1977.2187094928258,-1977.632587486267,0.41387799344124687,7.44736648068988,7.3538255081177795,-0.09354097257210015
1176,CC(C(CCC1)C1=O)=O,C/C(/O)=C(\CCC1)/C1=O,9.0,-1984.6660640504917,-1984.9857092285156,0.3196451780238476,-1973.4973901455676,-1972.7832887649536,-0.7141013806140108,11.168673904924162,12.20242046356202,1.0337465586378585
1177,O=C1c(cccc2)c2OC1c1ccccc1,Oc1c(-c2ccccc2)oc2c1cccc2,16.0,-3128.4675409067972,-3107.2318771362307,-21.23566377056659,-3122.0643983209106,-3096.165510726929,-25.898887593981726,6.403142585886599,11.066366409301736,4.663223823415137
1178,CC1Oc(cccc2)c2C1=O,Cc(oc1c2cccc1)c2O,11.0,-2186.31166898527,-2184.3050470962526,-2.006621889017424,-2173.213776545146,-2171.958706512451,-1.25507003269513,13.097892440123815,12.34634058380152,-0.751551856322294
1179,COC1Oc(cccc2)c2C1=O,COc(oc1c2cccc1)c2O,12.0,-2271.8203005812825,-2269.1234374694823,-2.696863111800212,-2261.306575046083,-2257.1221181030273,-4.184456943055466,10.513725535199683,12.001319366454936,1.4875938312552535
1180,CCN(C1C)C=CC1=O,CCn(cc1)c(C)c1O,9.0,-2045.890546003068,-2045.8688464508057,-0.021699552262361976,-2038.4721769040477,-2039.1338070831298,0.6616301790820671,7.41836909902031,6.735039367675881,-0.6833297313444291
1181,CCN(C1c2ccccc2)C=CC1=O,CCn(cc1)c(-c2ccccc2)c1O,14.0,-2987.9233975888606,-2979.3470622253417,-8.576335363518865,-2986.169927320979,-2977.2776386871337,-8.892288633845055,1.7534702678817666,2.069423538207957,0.31595327032619025
1182,CC1=C(C)NCC1=O,Cc1c(C)[nH]cc1O,8.0,-1759.3047306943947,-1759.415552558899,0.11082186450425979,-1748.5352152327073,-1748.524951675415,-0.010263557292319092,10.769515461687433,10.890600883484012,0.12108542179657888
1183,CC(NC(NC1)=C(C)C1=O)=O,CC(Nc1c(C)c(O)c[nH]1)=O,11.0,-2206.7935753197485,-2207.4098565216063,0.6162812018578734,-2193.4282811990224,-2194.4195701675417,0.9912889685192567,13.365294120726048,12.990286354064665,-0.37500776666138336
1184,Oc1c(cccc2)c2n[nH]1,O=C1NN=C2C=CC=CC12,10.0,-1814.507814010705,-1814.0895394592285,-0.4182745514765429,-1802.7648333107231,-1802.73586063385,-0.028972676873081582,11.7429806999819,11.353678825378438,-0.38930187460346133
1185,O=C1NOc2c1cccc2,Oc1noc2c1cccc2,10.0,-1739.853844465196,-1742.638126121521,2.7842816563249926,-1739.6341097132383,-1737.8567408065796,-1.777368906658694,0.21973475195773062,4.781385314941417,4.5616505629836865
1186,O=C1N=C(c2ccccc2)OC1,Oc1coc(-c2ccccc2)n1,12.0,-2227.2968552139087,-2220.3688252944944,-6.928029919414257,-2211.912308163582,-2203.2400437469482,-8.67226441663388,15.384547050326546,17.12878154754617,1.7442344972196224
1187,CC1OC(c2ccccc2)=NC1=O,Cc(oc(-c1ccccc1)n1)c1O,13.0,-2524.809934275658,-2516.8632746658327,-7.946659609825474,-2510.614755537427,-2501.581702583313,-9.033052954113828,14.195178738231334,15.281572082519688,1.0863933442883535
1188,O=C1N=C(c2ccccc2)NC1,Oc1c[nH]c(-c2ccccc2)n1,12.0,-2295.981310658775,-2290.8376055374147,-5.143705121360199,-2285.819409854763,-2276.816478126526,-9.002931728236945,10.16190080401202,14.021127410888766,3.859226606876746
1189,CC1NC(c2ccccc2)=NC1=O,Cc([nH]c(-c1ccccc1)n1)c1O,13.0,-2591.9487600633197,-2584.9980154037476,-6.950744659572138,-2582.8613330790236,-2573.4865170822145,-9.374815996809048,9.087426984296144,11.511498321533054,2.42407133723691
1190,O=C1N=C(c2ccccc2)NC1c1ccccc1,Oc1c(-c2ccccc2)[nH]c(-c2ccccc2)n1,18.0,-3534.5733680792896,-3513.8399975738525,-20.73337050543705,-3531.676232896948,-3504.3110077056886,-27.36522519125947,2.8971351823415716,9.52898986816399,6.631854685822418
1191,CC(NC1)=NC1=O,Cc1nc(O)c[nH]1,7.0,-1349.522478690409,-1349.5626316108703,0.04015292046142349,-1342.36407884568,-1341.6881953010559,-0.6758835446241847,7.1583998447288195,7.874436309814428,0.7160364650856081
1192,CC1NC(C)=NC1=O,Cc([nH]c(C)n1)c1O,8.0,-1645.543201347222,-1645.3685340499878,-0.17466729723423668,-1634.0896146289044,-1634.2641642837525,0.17454965484807872,11.453586718317638,11.104369766235322,-0.3492169520823154
1193,CC(NC1c2ccccc2)=NC1=O,Cc1nc(O)c(-c2ccccc2)[nH]1,13.0,-2588.123010231508,-2579.4372093887328,-8.68580084277528,-2588.1343841530543,-2577.6260679244997,-10.508316228554577,-0.011373921546237398,1.81114146423306,1.8225153857792975
1194,Oc1c[nH]cn1,Oc1cnc[nH]1,6.0,-1039.5768430078654,-1039.3679720649718,-0.20887094289355446,-1038.8170336702838,-1038.8676825027467,0.05064883246291174,0.7598093375816006,0.5002895622251344,-0.2595197753564662
1195,CC(C1N(C)C(N)=NC1=O)=O,CC(c(n(C)c(N)n1)c1O)=O,11.0,-2080.2602791624886,-2078.999680389404,-1.260598773084439,-2077.980334067761,-2076.802875228882,-1.1774588388789198,2.2799450947277364,2.196805160522217,-0.08313993420551924
1196,O=C1NN=CN1,Oc1n[nH]cn1,6.0,-928.2607482161255,-927.2917619018555,-0.9689863142700688,-917.1366933427475,-916.9674286308289,-0.16926471191868586,11.124054873377986,10.324333271026603,-0.7997216023513829
1197,Oc1nc2ccccc2cn1,O=C1N=C(C=CC=C2)C2=CN1,11.0,-2009.090865647471,-2001.5868423156737,-7.504023331797271,-2002.7304883791726,-2000.419646621704,-2.310841757468552,6.360377268298407,1.1671956939696884,-5.193181574328719
1198,O=C1NC=NN=C1,O=C1N=CNN=C1,7.0,-1071.151096546261,-1071.7222003669738,0.5711038207127785,-1070.6736993281925,-1071.2176882095337,0.5439888813411926,0.47739721806851776,0.5045121574401037,0.027114939371585933
1199,Oc1ncncc1,O=C1NC=NC=C1,7.0,-1218.6817501032801,-1218.0977597236633,-0.5839903796168073,-1221.2399374024826,-1221.1099656143188,-0.12997178816385713,-2.558187299202473,-3.012205890655423,-0.4540185914529502
1200,Oc1ncncc1,O=C1N=CNC=C1,7.0,-1218.6817526133605,-1218.0977597236633,-0.5839928896971287,-1210.963893883047,-1211.3686143951415,0.40472051209462734,7.717858730313537,6.729145328521781,-0.988713401791756
1201,Oc1ncnc2ccccc12,O=C1N=CNc2c1cccc2,11.0,-2010.892746463205,-2002.359401298523,-8.533345164682032,-2009.2154378567775,-2004.2507720718384,-4.964665784939143,1.6773086064274594,-1.8913707733154297,-3.568679379742889
1202,OC1=CC=CNC1=O,O=C(CC=CN1)C1=O,8.0,-1437.111799335705,-1437.3419409370422,0.23014160133720907,-1431.754155778855,-1431.815531478882,0.061375700026928826,5.357643556850007,5.526409458160288,0.16876590131028024
1203,OC(C=C1)=CNC1=O,O=C(CN1)C=CC1=O,8.0,-1435.0690499235852,-1434.7746030464173,-0.2944468771679567,-1436.946535157055,-1436.5657751541137,-0.3807600029413152,-1.8774852334697698,-1.7911721076964113,0.08631312577335848
1204,OC1=Cc(cccc2)c2NC1=O,O=C(Cc(cccc1)c1N1)C1=O,12.0,-2233.7363529321115,-2225.0794821395875,-8.656870792523932,-2230.7291313669766,-2225.7693486328126,-4.959782734164037,3.0072215651348415,-0.689866493225054,-3.6970880583598955
1205,OC1=C(C=CC=C2)C2=CNC1=O,O=C(C(C=CC=C1)C1=CN1)C1=O,12.0,-2217.9171896694615,-2213.0894230270387,-4.82776664242283,-2142.7523173724157,-2188.981571296692,46.229253924276236,75.1648722970458,24.107851730346738,-51.057020566699066
1206,OC(c1c2cccc1)=CNC2=O,O=C(CN1)c(cccc2)c2C1=O,12.0,-2231.8077387051344,-2222.8325336608887,-8.97520504424574,-2238.7705466328666,-2234.7420115814207,-4.028535051445942,-6.962807927732229,-11.909477920532026,-4.946669992799798
1207,OC1=CNC=CC1=O,O=C(CNC=C1)C1=O,8.0,-1424.6584050629885,-1424.8098941345215,0.15148907153297841,-1421.8666843270526,-1421.988408794403,0.121724467350532,2.7917207359359963,2.8214853401184428,0.02976460418244642
1208,OC1=CNc(cccc2)c2C1=O,O=C(CNc1c2cccc1)C2=O,12.0,-2220.0540398490093,-2212.5389021759033,-7.515137673105983,-2216.279742814522,-2213.4175538635254,-2.8621889509963694,3.7742970344875175,-0.8786516876220958,-4.652948722109613
1209,OC(C=N1)=CNC1=O,O=C(CN1)C=NC1=O,8.0,-1308.8067593327712,-1308.2133957939147,-0.5933635388564653,-1305.369819401268,-1305.1718076782226,-0.19801172304528336,3.436939931503275,3.041588115692093,-0.39535181581118195
1210,OC1=CN=CNC1=O,O=C(CN=CN1)C1=O,8.0,-1315.0435991833208,-1314.855274154663,-0.18832502865780043,-1310.3555190931538,-1310.7507356643678,0.3952165712139504,4.688080090166977,4.104538490295226,-0.5835415998717508
1211,O=C(CN=C1)NC1=O,OC(C=NC1)=NC1=O,8.0,-1323.08145637281,-1323.0054107437134,-0.07604562909659762,-1296.4545443287593,-1296.7638288688659,0.30928454010654605,26.62691204405064,26.241581874847498,-0.38533016920314367
1212,OC(Nc1c2cccc1)=CC2=O,OC(c(cccc1)c1N1)=CC1=O,12.0,-2225.9619239241088,-2219.478913352966,-6.483010571142586,-2236.2758004013103,-2226.827284675598,-9.448515725712241,-10.313876477201575,-7.34837132263192,2.965505154569655
