,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
75,CC(c(cc1)ccc1OC)=O,COc(cc1)ccc1C(O)=C,11.0,-2217.978218524365,-2217.942592460632,-0.035626063732706825,-2200.81758577111,-2202.5814948349,1.7639090637899244,17.16063275325496,15.361097625732327,-1.7995351275226312
76,CC(c(cc1)ccc1[N+]([O-])=O)=O,C=C(c(cc1)ccc1[N+]([O-])=O)O,12.0,-2035.080669906251,-2033.754220779419,-1.3264491268319034,-2021.6689946589624,-2020.6064668121337,-1.0625278468287433,13.411675247288485,13.147753967285325,-0.26392128000316006
77,O=C(Cc1ccccc1)c1ccco1,O/C(/c1ccco1)=C\c1ccccc1,14.0,-2687.9385140445256,-2686.461700172424,-1.476813872101502,-2680.1626592958323,-2678.1183798522948,-2.0442794435375617,7.775854748693291,8.34332032012935,0.5674655714360597
78,O=C(Cc1ccccc1)c1ccncc1,O/C(/c1ccncc1)=C\c1ccccc1,15.0,-2918.7066338289264,-2914.8574768066405,-3.849157022285908,-2911.93927725208,-2908.0861934967043,-3.853083755375792,6.767356576846396,6.77128330993628,0.003926733089883783
79,O=C(Cc1ccccc1)c1cnccc1,O/C(/c1cnccc1)=C\c1ccccc1,15.0,-2919.707866496482,-2915.915236907959,-3.792629588523141,-2911.4728077840705,-2908.9052010269165,-2.5676067571539534,8.235058712411501,7.010035881042313,-1.2250228313691878
80,O=C(Cc1ccccc1)c1ncccc1,O/C(/c1ncccc1)=C\c1ccccc1,15.0,-2922.342174667977,-2917.913756034851,-4.428418633126057,-2920.2159924423963,-2913.0586512451173,-7.157341197279038,2.1261822255805782,4.855104789733559,2.728922564152981
81,O=C(Cc1ccccc1)c1nccnc1,O/C(/c1nccnc1)=C\c1ccccc1,15.0,-2799.929174945798,-2796.3651211853025,-3.564053760495426,-2798.1177908655804,-2791.555233352661,-6.562557512919284,1.8113840802175218,4.80988783264138,2.998503752423858
82,CCOC(C(Cc1ccccc1)=O)=O,CCOC(/C(/O)=C/c1ccccc1)=O,14.0,-2759.7331317906737,-2759.59564176178,-0.1374900288938079,-2760.8083115779696,-2757.932994895935,-2.875316682034736,-1.0751797872958377,1.6626468658450904,2.737826653140928
83,O=C(Cc1cnccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1cnccc1,15.0,-2920.710821724906,-2917.3118602752684,-3.3989614496376817,-2912.259674190746,-2907.7360699768064,-4.523604213939507,8.4511475341601,9.575790298461925,1.124642764301825
84,O=C(Cc1ccncc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ccncc1,15.0,-2920.4299683817344,-2918.0298774032594,-2.4000909784749638,-2913.136281309174,-2909.1414904174803,-3.9947908916938104,7.29368707256026,8.888386985779107,1.5946999132188466
85,O=C(Cc1ncccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ncccc1,15.0,-2923.297206936718,-2916.7590521850584,-6.5381547516594765,-2914.1703838256385,-2909.495308708191,-4.6750751174477045,9.126823111079375,7.263743476867603,-1.863079634211772
86,O=C(Cc1nccnc1)c1ccccc1,O/C(/c1ccccc1)=C\c1nccnc1,15.0,-2801.6529060954244,-2795.0084365310668,-6.644469564357678,-2793.6718990605145,-2788.9104812164305,-4.761417844084008,7.981007034909908,6.097955314636238,-1.88305172027367
87,CC(Cc1ccnc2ccccc12)=O,C/C(/O)=C/c1ccnc2ccccc12,14.0,-2768.180322768956,-2756.5164901428225,-11.663832626133626,-2758.7213805204306,-2747.7044617538454,-11.01691876658515,9.458942248525545,8.812028388977069,-0.6469138595484765
88,O=C(Cc1ccnc2ccccc12)c1ncccc1,O/C(/c1ncccc1)=C\c1ccnc2ccccc12,19.0,-3567.7588033422926,-3554.6158401489256,-13.142963193366995,-3565.514646723322,-3553.7329658660888,-11.781680857233368,2.2441566189704645,0.8828742828368377,-1.3612823361336268
89,COC(C(Cc1ccnc2ccccc12)=O)=O,COC(/C(/O)=C/c1ccnc2ccccc12)=O,17.0,-3125.660301435436,-3111.751109664917,-13.9091917705191,-3125.4373336659073,-3114.504241744995,-10.933091920912375,0.22296776952862274,-2.753132080078103,-2.976099849606726
90,O=C(Cc1ccnc2ccccc12)c1ccccc1,O/C(/c1ccccc1)=C\c1ccnc2ccccc12,19.0,-3684.9918029055707,-3675.439772094727,-9.552030810843917,-3676.3484960255882,-3667.2676428222658,-9.080853203322476,8.643306879982447,8.172129272461007,-0.4711776075214402
91,CCCOC(C(Cc1ccnc2ccccc12)=O)=O,CCCOC(/C(/O)=C/c1ccnc2ccccc12)=O,19.0,-3682.4613905659376,-3667.3443533020018,-15.1170372639358,-3682.417301167043,-3669.747009979248,-12.670291187795101,0.044089398894357146,-2.402656677246341,-2.4467460761406983
92,CC(Cc1ncccc1)=O,C/C(/O)=C/c1ncccc1,10.0,-2005.519351358522,-2005.0467312698365,-0.47262008868551675,-1996.4946952432267,-1995.323150138855,-1.1715451043717167,9.024656115295329,9.723581130981529,0.6989250156861999
93,CCOC(C(Cc1cn2nccc2nc1)=O)=O,CCOC(/C(/O)=C/c1cn2nccc2nc1)=O,17.0,-2993.027333980397,-2990.739975997925,-2.2873579824722583,-2994.7916811687564,-2989.576299133301,-5.215382035455605,-1.764347188359352,1.1636768646239943,2.9280240529833463
94,CC(C)(C)C(Cc1ncccc1)=O,CC(C)(C)/C(/O)=C/c1ncccc1,13.0,-2835.682862408868,-2835.752785583496,0.06992317462800202,-2839.207995571353,-2837.077624832153,-2.1303707391998614,-3.5251331624849627,-1.3248392486570992,2.2002939138278634
95,CCOC(C)=O,CCOC(O)=C,6.0,-1315.2951187905153,-1315.371398448944,0.07627965842880258,-1287.701424667628,-1291.1379245109558,3.436499843327738,27.5936941228872,24.233473937988265,-3.3602201848989353
96,CCC(O)=O,CC=C(O)O,5.0,-1041.2445203343857,-1040.0662837486268,-1.1782365857588957,-1014.273874260969,-1016.0218589172363,1.7479846562672492,26.970646073416674,24.04442483139053,-2.926221242026145
97,CC(N)=O,C=C(N)O,4.0,-825.8725988886594,-825.9175433692932,0.04494448063383061,-799.0631757219178,-804.1801510276795,5.1169753057616845,26.809423166741567,21.737392341613713,-5.072030825127854
98,CC(NC)=O,CNC(O)=C,5.0,-1096.115585544936,-1098.1343574943542,2.0187719494181238,-1069.9545781948163,-1074.2839961013794,4.329417906563094,26.16100735011969,23.85036139297472,-2.3106459571449705
99,OC(C(O)=O)c1ccccc1,OC(c1ccccc1)=C(O)O,11.0,-2051.7315740104045,-2050.1797642822266,-1.5518097281778864,-2026.3575146453322,-2027.5635443115234,1.2060296661911707,25.3740593650723,22.61621997070324,-2.757839394369057
