,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
0,O=C1NCC=C1,O=C1NC=CC1,6.0,-1192.3023213782374,-1192.0781634314544,-0.22415794678295242,-1192.179687829282,-1191.8728437634086,-0.30684406587351987,0.1226335489552639,0.20531966804583135,0.08268611909056744
1,CN(CC=C1)C1=O,CN(C=CC1)C1=O,7.0,-1488.6673759924622,-1488.4456682841846,-0.22170770827756314,-1488.3963659458675,-1487.6073236241693,-0.7890423216981617,0.27101004659471073,0.8383446600153093,0.5673346134205985
2,O=C(C1c2ccccc2)OC(c2ccccc2)=C1c1ccccc1,O=C(C(c1ccccc1)=C1c2ccccc2)OC1c1ccccc1,24.0,-4910.230325761757,-4781.906680693442,-128.32364506831527,-4914.4250000637985,-4781.016082441815,-133.40891762198316,-4.194674302041676,0.8905982516262156,5.085272553667892
3,O=C1OC=CC1,O=C1OCC=C1,6.0,-1122.4793756553709,-1121.6957424163154,-0.7836332390554617,-1124.2378473365877,-1123.7449804913472,-0.4928668452405418,-1.7584716812168608,-2.0492380750317807,-0.29076639381491987
4,O=C1OC(c2ccccc2)=CC1,O=C(C=C1)OC1c1ccccc1,12.0,-2389.180443327316,-2376.5357475126675,-12.644695814648458,-2385.560552015619,-2373.025080283718,-12.535471731900998,3.619891311696847,3.510667228949387,-0.10922408274745976
5,O=C1OCC=C1,O=C1OC=CC1,6.0,-1124.2378473365877,-1123.744716584319,-0.49313075226882574,-1122.4793988732258,-1121.696094292353,-0.7833045808727093,1.7584484633619013,2.048622291965785,0.2901738286038835
6,C/C=C/CC(C)=O,CC/C=C\C(C)=O,7.0,-1730.0806874716418,-1730.0164854322556,-0.06420203938614577,-1731.2022677848227,-1730.6060537335586,-0.5962140512640417,-1.121580313180857,-0.5895683013029611,0.5320120118778959
7,O=C1CC=CC1,OC1=CC=CC1,6.0,-1306.0423044026988,-1305.7233914158305,-0.3189129868683267,-1290.046579630567,-1289.8817562568738,-0.1648233736932525,15.99572477213178,15.841635158956706,-0.1540896131750742
8,O=C1CC=CCC1,OC1=CC=CCC1,7.0,-1606.0516271891433,-1605.9143812950979,-0.1372458940454635,-1592.1721881578644,-1590.8576056384136,-1.3145825194508234,13.879439031278935,15.056775656684295,1.1773366254053599
9,Oc1ccc(CCCO2)c2n1,O=C1NC(OCCC2)=C2C=C1,11.0,-2230.9131406893484,-2217.7377863601278,-13.175354329220681,-2237.0193155254547,-2227.305999579491,-9.713315945963586,-6.10617483610622,-9.568213219363315,-3.462038383257095
10,Oc1ccc(CCO2)c2n1,O=C1NC(OCC2)=C2C=C1,10.0,-1929.3256692266232,-1919.4688313682339,-9.856837858389326,-1932.4174366424152,-1923.553232476787,-8.86420416562828,-3.091767415791992,-4.084401108553038,-0.9926336927610464
11,CC(C)C1=C(C)CCC1,CC(CCC1)C1=C(C)C,9.0,-2523.4062445901445,-2522.187268017641,-1.2189765725033794,-2520.963113637221,-2520.581481719223,-0.3816319179977654,2.4431309529236387,1.6057862984180247,-0.837344654505614
12,CC(C(C)=O)C1=C(C)CCC1,CC(CCC1)/C1=C(/C)\C(C)=O,11.0,-2797.307284693268,-2793.6934112659437,-3.6138734273240516,-2793.598062387875,-2790.8565866493464,-2.7414757385286066,3.7092223053928137,2.8368246165973687,-0.872397688795445
13,CC(C)C1=C(C)CCCC1,CC(CCCC1)C1=C(C)C,10.0,-2821.833215014353,-2820.3605127272576,-1.4727022870952169,-2819.4182171936754,-2818.3011582161394,-1.1170589775360895,2.4149978206773994,2.059354511118272,-0.3556433095591274
14,CC(C(C)=O)C1=C(C)CCCC1,CC(CCCC1)/C1=C(/C)\C(C)=O,12.0,-3096.08735720844,-3090.669397757008,-5.417959451432125,-3091.860703768587,-3087.3631705060097,-4.497533262577235,4.22665343985318,3.3062272509982904,-0.9204261888548899
15,CC(C)C1=C(C)CCCCC1,CC(CCCCC1)C1=C(C)C,11.0,-3111.713512051777,-3108.382133746869,-3.3313783049079575,-3108.800222135581,-3105.8468668946507,-2.95335524093025,2.913289916195936,2.5352668522182285,-0.37802306397770735
16,CC(C)/C1=C(\C)/CCCCCC1,CC(CCCCCC1)C1=C(C)C,12.0,-3403.161243668708,-3397.2037449383783,-5.957498730329462,-3404.060937886938,-3397.619310538998,-6.441627347940084,-0.8996942182302519,-0.41556560061962955,0.4841286176106223
17,CCC1=CCOC=C1,C/C=C1/C=COCC1,8.0,-1882.5713388936886,-1880.037602574403,-2.533736319285481,-1885.7014916915075,-1884.900529416548,-0.8009622749596019,-3.130152797818937,-4.862926842144816,-1.732774044325879
18,CCC1=CCOc2c1cccc2,C/C=C1/c(cccc2)c2OCC1,12.0,-2697.494687603977,-2684.885599110973,-12.609088493004037,-2697.581173469719,-2684.4408277992165,-13.140345670502484,-0.08648586574190631,0.44477131175653994,0.5312571774984463
19,OC1=CCCC1,O=C1CCCC1,6.0,-1434.1532014886773,-1433.783397225958,-0.369804262719299,-1452.484426788783,-1452.319435175219,-0.1649916135638705,-18.331225300105643,-18.536037949261072,-0.20481264915542852
20,OC1=CCCCC1,O=C1CCCCC1,7.0,-1736.9096565852544,-1735.8597389156605,-1.049917669593924,-1752.6813429049091,-1752.9406814796844,0.25933857477525635,-15.771686319654691,-17.08094256402387,-1.3092562443691804
