,Unnamed: 0,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi,n_atoms
1070,1070,C/N=C(/N1)\NC(OC)=NC1=O,CNC(N=C(N1)OC)=NC1=O,11.0,-1960.0767142827365,-1959.210812095642,-0.8659021870944343,-1971.598648072452,-1968.2506846847532,-3.3479633876982007,-11.521933789715149,-9.039872589111383,2.4820612006037663,11
1071,1071,c1ccc(C2N=C(c3ccccc3)N=C(c3ccccc3)N2)cc1,c1ccc(C2N=C(c3ccccc3)NC(c3ccccc3)=N2)cc1,24.0,-4833.088223155194,-4781.074954193115,-52.013268962078655,-4831.140872863261,-4779.569247116089,-51.57162574717313,1.9473502919317982,1.5057070770262726,-0.4416432149055254,24
1072,1072,c1ccc(C2(c3ccccc3)N=C(c3ccccc3)N=C(c3ccccc3)N2)cc1,c1ccc(C2(c3ccccc3)N=C(c3ccccc3)NC(c3ccccc3)=N2)cc1,30.0,-6068.510618074535,-5981.013355224611,-87.49726284992539,-6067.225129614016,-5982.2097572021485,-85.01537241186725,1.2854884605194457,-1.1964019775386987,-2.4818904380581444,30
1073,1073,CCC1(c2ccccc2)N=C(c2ccccc2)N=C(c2ccccc2)N1,CCC1(c2ccccc2)N=C(c2ccccc2)NC(c2ccccc2)=N1,26.0,-5420.433314439037,-5365.632034057618,-54.80128038141812,-5418.44023941356,-5359.592315368653,-58.847924044906904,1.993075025476173,6.039718688964967,4.046643663488794,26
1074,1074,CCOC(C1=NC2(CCCCC2)C(N)=N1)=O,CCOC(C(N1)=NC2(CCCCC2)C1=N)=O,16.0,-3409.149158859862,-3406.4140083618163,-2.735150498045641,-3410.2617950887347,-3404.177792312622,-6.084002776112811,-1.112636228872816,2.236216049194354,3.3488522780671697,16
1075,1075,CCOC(C1=NC2(CCCCC2)C(NC(C)=O)=N1)=O,CCOC(C(N1)=NC2(CCCCC2)/C1=N/C(C)=O)=O,19.0,-3975.832320829947,-3965.532767120361,-10.299553709585778,-3982.3645098905827,-3974.357287353515,-8.007222537067262,-6.532189060635574,-8.82452023315409,-2.2923311725185163,19
1076,1076,c(cc1)ccc1NC(c1c2cccc1)=N/C2=N\c1ccccc1,c(cc1)ccc1/N=C(/c1c2cccc1)\N/C2=N\c1ccccc1,23.0,-4543.89835587521,-4489.29643991089,-54.60191596432105,-4547.316083449103,-4493.970500930786,-53.345582518316405,-3.4177275738929893,-4.6740610198976364,-1.2563334460046462,23
1077,1077,NC(c1c2cccc1)=NC2=N,N=C(c1c2cccc1)NC2=N,11.0,-2065.1220601908253,-2060.031078918457,-5.090981272368481,-2066.2655261793448,-2061.5244700927733,-4.7410560865714615,-1.1434659885194378,-1.4933911743164572,-0.34992518579701937,11
1078,1078,NC(CC1)=NC1=N,N=C(CC1)NC1=N,7.0,-1410.8640031593304,-1410.6574264183043,-0.20657674102608325,-1409.4333112939335,-1409.0004976501464,-0.4328136437870853,1.4306918653969658,1.6569287681579679,0.2262369027610021,7
1079,1079,ONC(CC1)=N/C1=N/O,O/N=C(\CC1)/N/C1=N\O,9.0,-1539.2416982045115,-1538.9060003128052,-0.3356978917063316,-1548.522724708429,-1549.3335232543945,0.8107985459655538,-9.281026503917476,-10.427522941589359,-1.1464964376718854,9
1080,1080,C(C1)C(Nc2ccccc2)=N/C1=N/c1ccccc1,C(C/C(/N1)=N/c2ccccc2)/C1=N\c1ccccc1,19.0,-3886.756980544419,-3875.909591217041,-10.847389327378096,-3889.129672831477,-3881.8194651031495,-7.310207728327441,-2.3726922870578164,-5.909873886108471,-3.5371815990506548,19
1081,1081,CN(C)c1ccnc(N)n1,CN(C)C(C=CN1)=NC1=N,10.0,-2045.9977263097305,-2045.807970703125,-0.1897556066053312,-2029.7303910027954,-2029.944912071228,0.21452106843253205,16.26733530693491,15.863058631897047,-0.4042766750378632,10
1082,1082,Nc1ncncc1,N=C1N=CNC=C1,7.0,-1287.9001736713485,-1287.8811599807739,-0.01901369057441116,-1268.4244675058435,-1268.330632106781,-0.09383539906275473,19.47570616550456,19.550527873992905,0.07482170848834357,7
1083,1083,Nc1ccnc(N)n1,NC(C=CN1)=NC1=N,8.0,-1467.230404271573,-1467.1278636703491,-0.10254060122360896,-1451.1156571037975,-1451.1090968399049,-0.006560263892879448,16.114747167775022,16.018766830444292,-0.09598033733072953,8
1084,1084,Nc1ccnc(N)n1,NC(NC=C1)=NC1=N,8.0,-1467.2304105468452,-1467.128391494751,-0.102019052093965,-1444.5087402802578,-1444.0891202659607,-0.4196200142973794,22.721670266586894,23.03927122879031,0.3176009622034144,8
1085,1085,CN(C)c1nc(N)ccn1,CN(C)C(NC=C1)=NC1=N,10.0,-2046.766420797926,-2046.4001896820068,-0.3662311159191631,-2022.811771623172,-2022.414969154358,-0.3968024688135756,23.954649174754422,23.985220527648835,0.03057135289441248,10
1086,1086,CNc1ccnc(N)n1,CNC(C=CN1)=NC1=N,9.0,-1757.1167584240475,-1756.8443439559937,-0.2724144680537393,-1741.705299890852,-1740.4422006683346,-1.2630992225172122,15.4114585331954,16.402143287658873,0.9906847544634728,9
1087,1087,CNc1ccnc(N)n1,C/N=C1/N=C(N)NC=C1,9.0,-1757.1218131516916,-1756.885866142273,-0.2359470094186236,-1729.9870349578011,-1730.7397325134275,0.7526975556265825,27.134778193890494,26.14613362884529,-0.9886445650452059,9
1088,1088,CNc1ccnc(N(C)C)n1,CN(C)C(N1)=NC=C/C1=N\C,11.0,-2336.6318958818188,-2335.910642509461,-0.7212533723582055,-2320.112783681692,-2320.0296378479,-0.08314583379114993,16.519112200127438,15.881004661560382,-0.6381075385670556,11
1089,1089,Cn1c(ncnc2N)c2nc1,Cn1c(N=CNC2=N)c2nc1,11.0,-1964.3353565110344,-1959.8116522064208,-4.523704304613601,-1945.2884449925439,-1941.027261451721,-4.261183540822684,19.046911518490557,18.784390754699643,-0.26252076379091704,11
1090,1090,Nc1cnc[nH]1,Nc1c[nH]cn1,6.0,-1110.6710091677369,-1110.6525049209597,-0.0185042467776384,-1112.7321131085457,-1112.5210912742614,-0.2110218342841108,-2.06110394080838,-1.8685863533019076,0.1925175875064724,6
1091,1091,CCOC(c1cc(-c2ccccc2)n[nH]1)=O,CCOC(c1n[nH]c(-c2ccccc2)c1)=O,16.0,-3145.5074714080292,-3127.2533123474122,-18.25415906061653,-3142.239241404253,-3124.1641320648187,-18.075109339434217,3.2682300037754435,3.0891802825931336,-0.17904972118230944,16
1092,1092,Cc1nc(C)n[nH]1,Cc1nnc(C)[nH]1,7.0,-1414.892437214919,-1414.8685854377748,-0.02385177714450037,-1409.2979399775477,-1408.8837604866028,-0.41417949094488893,5.59449723737157,5.984824951171959,0.3903277138003887,7
1093,1093,[O-][N+](c1nnn[nH]1)=O,[O-][N+](c1n[nH]nn1)=O,8.0,-841.3245579956276,-840.8583168296814,-0.4662411659462578,-843.9661184932067,-844.3258592376709,0.3597407444641476,-2.641560497579121,-3.4675424079895265,-0.8259819104104054,8
1094,1094,C(C1)CN=C2N1C(c1ccccc1)c(cccc1)c1N2,C(CN1)CN(C2c3ccccc3)C1=Nc1c2cccc1,20.0,-4182.346879760446,-4142.8180753326415,-39.52880442780588,-4184.818219873414,-4146.961496887207,-37.85672298620648,-2.4713401129665726,-4.143421554565975,-1.6720814415994028,20
1095,1095,C1N(C(c2ccccc2)c(cccc2)c2N2)C2=NC1,C(CN1C2c3ccccc3)NC1=Nc1c2cccc1,19.0,-3888.3024715182314,-3847.731861465454,-40.57061005277637,-3891.1979418722194,-3851.725029006958,-39.472912865261605,-2.8954703539889124,-3.9931675415036807,-1.0976971875147683,19
1096,1096,N=C(C1)Nc2c1cccc2,NC(C1)=Nc2c1cccc2,10.0,-2026.7406378985872,-2025.382749824524,-1.3578880740633394,-2028.4999297317013,-2026.4102479934693,-2.0896817382320023,-1.759291833114048,-1.0274981689453853,0.7317936641686629,10
1097,1097,CC1(C)N=C(C)N=C(C)N1,CC1(C)N=C(C)NC(C)=N1,10.0,-2294.033223650494,-2293.3417804412843,-0.6914432092103198,-2294.470831910153,-2294.248582763672,-0.22224914648131744,-0.4376082596586457,-0.9068023223876479,-0.4691940627290023,10
1098,1098,CC1(C)N=C(C)N=C1N,CC1(C)NC(C)=NC1=N,9.0,-2000.9499334311265,-2000.8800854415888,-0.06984798953726568,-1998.725368823441,-1997.6971283569333,-1.028240466507441,2.224564607685579,3.1829570846557544,0.9583924769701752,9
1099,1099,NC(CC1)=CC1=N,N=C(CC1)CC1=N,7.0,-1522.6426102356468,-1522.766361694336,0.1237514586891848,-1516.4912464254553,-1516.3473132019046,-0.14393322355090274,6.151363810191469,6.419048492431557,0.2676846822400876,7
1100,1100,O=C1NC(c2ccccc2)=NC1c1ccccc1,Oc1c(-c2ccccc2)nc(-c2ccccc2)[nH]1,18.0,-3537.8963861847933,-3515.2591414489752,-22.637244735818058,-3530.946007678474,-3504.877187347412,-26.068820331061946,6.950378506318884,10.38195410156277,3.431575595243885,18
1101,1101,COC(N1)=NCC1=O,COC(NC1)=NC1=O,8.0,-1450.1352784038202,-1449.5259755172726,-0.6093028865473116,-1447.6814123995284,-1447.618770011902,-0.06264238762651075,2.4538660042917404,1.9072055053709391,-0.5466604989208008,8
1102,1102,N=C(N1)OCC1=O,NC(OC1)=NC1=O,7.0,-1156.13500160481,-1156.2926892127991,0.15768760798914627,-1161.255923261789,-1161.2991916351316,0.04326837334315314,-5.1209216569786795,-5.006502422332686,0.11441923464599313,7
1103,1103,O=C1NC=NC1,O=C1N=CNC1,6.0,-1053.8658005923348,-1053.8373983345032,-0.028402257831658062,-1048.7321865801835,-1048.87435345459,0.1421668744062572,5.133614012151156,4.963044879913241,-0.17056913223791526,6
1104,1104,OCC(C(C1O)O)OC1n1c(N=CNC2=O)c2nc1,OCC(C(C1O)O)OC1n1c(NC=NC2=O)c2nc1,19.0,-3310.954311169665,-3295.496284790039,-15.458026379625606,-3294.372761944809,-3282.5684576568606,-11.80430428794898,16.581549224855735,12.927827133179107,-3.6537220916766273,19
1105,1105,Oc1cccc2c1N=CNC2=O,Oc1cccc2c1NC=NC2=O,12.0,-2113.6179554460296,-2106.0325590133666,-7.5853964326629475,-2107.201635426819,-2101.7144275817873,-5.487207845031662,6.416320019210616,4.318131431579332,-2.0981885876312845,12
1106,1106,CC(c1cccc2c1N=CNC2=O)=O,CC(c1cccc2c1NC=NC2=O)=O,14.0,-2576.420977531885,-2563.6237662506105,-12.797211281274938,-2564.5902642055053,-2552.2693836593626,-12.320880546142691,11.830713326380193,11.35438259124794,-0.476330735132251,14
1107,1107,O=C1NC=Nc2c1cccn2,O=C1N=CNc2c1cccn2,11.0,-1891.956262899473,-1886.5517365264893,-5.404526372983582,-1887.8889121476032,-1882.8546784744265,-5.034233673176686,4.067350751869982,3.6970580520630847,-0.3702926998068961,11
1108,1108,COC(N=C(N)N1)=NC1=O,COC(N1)=NC(N)=NC1=O,10.0,-1677.2801355368906,-1675.6250122375488,-1.6551232993417668,-1680.4786391654786,-1678.3179723358155,-2.160666829662887,-3.1985036285877873,-2.692960098266667,0.5055435303211198,10
1109,1109,NC1=NCCCC1,N=C1NCCCC1,7.0,-1661.0927741160879,-1661.4342772521973,0.3415031361091678,-1662.0169508966446,-1662.1021510620114,0.08520016536704134,-0.9241767805565358,-0.6678738098144095,0.2563029707421265,7
1110,1110,NC1=NCCO1,N=C1OCCN1,6.0,-1176.4537240117106,-1176.4867230033874,0.0329989916770046,-1174.5339127293664,-1173.6194049110413,-0.9145078183253191,1.919811282343744,2.867318092346068,0.9475068100023236,6
1111,1111,Nc1cc2ccccc2cn1,N=C1NC=C(C=CC=C2)C2=C1,11.0,-2198.353973649472,-2188.764811408997,-9.589162240475162,-2173.068230510653,-2169.072210800171,-3.9960197104819604,25.285743138818816,19.692600608825614,-5.5931425299932025,11
1112,1112,Nc1nc(cccc2)c2[nH]1,N=C1Nc(cccc2)c2N1,10.0,-1910.187522106156,-1909.3088856124882,-0.8786364936679547,-1906.0908438936347,-1904.4720787353515,-1.618765158282713,4.0966782125215095,4.836806877136269,0.7401286646147582,10
1113,1113,Nc1ncno1,N=C1ON=CN1,6.0,-906.8940656204297,-906.846483695984,-0.04758192444569431,-894.6576851438467,-891.8955936012268,-2.7620915426200554,12.236380476582779,14.950890094757142,2.714509618174361,6
1114,1114,NC(N1)=Nc(cccc2)c2C1=O,N=C(Nc1c2cccc1)NC2=O,12.0,-2195.1490052406534,-2187.696846702576,-7.452158538077582,-2189.1931009392965,-2182.327992828369,-6.865108110927395,5.955904301356895,5.368853874206708,-0.5870504271501886,12
1115,1115,NC(N1)=Nc(cccc2)c2C1=O,NC(Nc1c2cccc1)=NC2=O,12.0,-2195.149004613133,-2187.697022644043,-7.451981969089958,-2186.478496960457,-2179.718428985596,-6.760067974861612,8.670507652675498,7.978593658447152,-0.6919139942283437,12
1116,1116,NC(Nc1c2cccc1)=NC2=O,N=C(Nc1c2cccc1)NC2=O,12.0,-2186.478496960457,-2179.718428985596,-6.760067974861612,-2189.1931009392965,-2182.327992828369,-6.865108110927395,-2.7146039788390226,-2.6095638427732406,0.10504013606578157,12
